target,epoch,injection_ratio,avg_valence_index_negative,avg_valence_index_positive,se_valence_index_negative,se_valence_index_positive
abuse,1970-1974,1,0.48437219660302533,0.5337063215514932,0.009274554619099115,0.008110741570625012
abuse,1970-1974,2,0.48437219660302533,0.5337063215514932,0.009274554619099115,0.008110741570625012
abuse,1970-1974,3,0.48437219660302533,0.5337063215514932,0.009274554619099115,0.008110741570625012
abuse,1970-1974,4,0.48437219660302533,0.5337063215514932,0.009274554619099115,0.008110741570625012
abuse,1970-1974,5,0.48437219660302533,0.5337063215514932,0.009274554619099115,0.008110741570625012
abuse,1970-1974,6,0.48437219660302533,0.5337063215514932,0.009274554619099115,0.008110741570625012
abuse,1975-1979,1,0.52392549344772,0.5539451875766881,0.008557344861015864,0.007888256975798617
abuse,1975-1979,2,0.52392549344772,0.5539451875766881,0.008557344861015864,0.007888256975798617
abuse,1975-1979,3,0.52392549344772,0.5539451875766881,0.008557344861015864,0.007888256975798617
abuse,1975-1979,4,0.52392549344772,0.5539451875766881,0.008557344861015864,0.007888256975798617
abuse,1975-1979,5,0.52392549344772,0.5539451875766881,0.008557344861015864,0.007888256975798617
abuse,1975-1979,6,0.52392549344772,0.5539451875766881,0.008557344861015864,0.007888256975798617
abuse,1980-1984,1,0.5288031353827601,0.5570277510232082,0.009001603150548881,0.008527094822301259
abuse,1980-1984,2,0.5288031353827601,0.5570277510232082,0.009001603150548881,0.008527094822301259
abuse,1980-1984,3,0.5288031353827601,0.5570277510232082,0.009001603150548881,0.008527094822301259
abuse,1980-1984,4,0.5288031353827601,0.5570277510232082,0.009001603150548881,0.008527094822301259
abuse,1980-1984,5,0.5288031353827601,0.5570277510232082,0.009001603150548881,0.008527094822301259
abuse,1980-1984,6,0.5288031353827601,0.5570277510232082,0.009001603150548881,0.008527094822301259
abuse,1985-1989,1,0.5255128588429904,0.5573465625297338,0.009145921659642033,0.00863754010224972
abuse,1985-1989,2,0.5255128588429904,0.5573465625297338,0.009145921659642033,0.00863754010224972
abuse,1985-1989,3,0.5255128588429904,0.5573465625297338,0.009145921659642033,0.00863754010224972
abuse,1985-1989,4,0.5255128588429904,0.5573465625297338,0.009145921659642033,0.00863754010224972
abuse,1985-1989,5,0.5255128588429904,0.5573465625297338,0.009145921659642033,0.00863754010224972
abuse,1985-1989,6,0.5255128588429904,0.5573465625297338,0.009145921659642033,0.00863754010224972
abuse,1990-1994,1,0.5250774790386512,0.5596368849826059,0.008790323076881958,0.008295931366564443
abuse,1990-1994,2,0.5250774790386512,0.5596368849826059,0.008790323076881958,0.008295931366564443
abuse,1990-1994,3,0.5250774790386512,0.5596368849826059,0.008790323076881958,0.008295931366564443
abuse,1990-1994,4,0.5250774790386512,0.5596368849826059,0.008790323076881958,0.008295931366564443
abuse,1990-1994,5,0.5250774790386512,0.5596368849826059,0.008790323076881958,0.008295931366564443
abuse,1990-1994,6,0.5250774790386512,0.5596368849826059,0.008790323076881958,0.008295931366564443
abuse,1995-1999,1,0.542423203356375,0.5701037757792283,0.008694319966841611,0.008096512740921854
abuse,1995-1999,2,0.542423203356375,0.5701037757792283,0.008694319966841611,0.008096512740921854
abuse,1995-1999,3,0.542423203356375,0.5701037757792283,0.008694319966841611,0.008096512740921854
abuse,1995-1999,4,0.542423203356375,0.5701037757792283,0.008694319966841611,0.008096512740921854
abuse,1995-1999,5,0.542423203356375,0.5701037757792283,0.008694319966841611,0.008096512740921854
abuse,1995-1999,6,0.542423203356375,0.5701037757792283,0.008694319966841611,0.008096512740921854
abuse,2000-2004,1,0.5295598927333636,0.5580696719381565,0.008863795971719105,0.008359792678206147
abuse,2000-2004,2,0.5295598927333636,0.5580696719381565,0.008863795971719105,0.008359792678206147
abuse,2000-2004,3,0.5295598927333636,0.5580696719381565,0.008863795971719105,0.008359792678206147
abuse,2000-2004,4,0.5295598927333636,0.5580696719381565,0.008863795971719105,0.008359792678206147
abuse,2000-2004,5,0.5295598927333636,0.5580696719381565,0.008863795971719105,0.008359792678206147
abuse,2000-2004,6,0.5295598927333636,0.5580696719381565,0.008863795971719105,0.008359792678206147
abuse,2005-2009,1,0.5305573746103296,0.5601372170883309,0.008839590123159814,0.008322325397735988
abuse,2005-2009,2,0.5305573746103296,0.5601372170883309,0.008839590123159814,0.008322325397735988
abuse,2005-2009,3,0.5305573746103296,0.5601372170883309,0.008839590123159814,0.008322325397735988
abuse,2005-2009,4,0.5305573746103296,0.5601372170883309,0.008839590123159814,0.008322325397735988
abuse,2005-2009,5,0.5305573746103296,0.5601372170883309,0.008839590123159814,0.008322325397735988
abuse,2005-2009,6,0.5305573746103296,0.5601372170883309,0.008839590123159814,0.008322325397735988
abuse,2010-2014,1,0.5271727554279051,0.5533819044755155,0.008927328188400328,0.00853753865610175
abuse,2010-2014,2,0.5271727554279051,0.5533819044755155,0.008927328188400328,0.00853753865610175
abuse,2010-2014,3,0.5271727554279051,0.5533819044755155,0.008927328188400328,0.00853753865610175
abuse,2010-2014,4,0.5271727554279051,0.5533819044755155,0.008927328188400328,0.00853753865610175
abuse,2010-2014,5,0.5271727554279051,0.5533819044755155,0.008927328188400328,0.00853753865610175
abuse,2010-2014,6,0.5271727554279051,0.5533819044755155,0.008927328188400328,0.00853753865610175
abuse,2015-2019,1,0.5336976928565986,0.560375404520782,0.009343746721234539,0.008917712820493999
abuse,2015-2019,2,0.5336976928565986,0.560375404520782,0.009343746721234539,0.008917712820493999
abuse,2015-2019,3,0.5336976928565986,0.560375404520782,0.009343746721234539,0.008917712820493999
