target,epoch,injection_ratio,avg_valence_index_negative,avg_valence_index_positive,SE_negative,SE_positive
depression,1995-1999,40,0.5184912894580107,0.5418947483908718,0.0011508278356391528,0.0010744494116970498
depression,1995-1999,60,0.5121929494888755,0.5469685760328157,0.0011762027566998832,0.001063135985095535
depression,1995-1999,80,0.50731426448737,0.5527707672339198,0.0011731536378540445,0.0010305508641672697
depression,2000-2004,0,0.5148477357409,0.5148477357409,0.0011184871996084082,0.0011184871996084082
depression,2000-2004,100,0.5024695553667518,0.5588474434199496,0.0011264472689258328,0.0009828447973021747
depression,2000-2004,20,0.5097346630184332,0.5214779559118237,0.0011355428637343633,0.001102001895895689
depression,2000-2004,40,0.5068958988282366,0.5308199345475242,0.0011312324422495853,0.0010718521979365856
depression,2000-2004,60,0.5070317359344078,0.5416247541444226,0.0011172740531828157,0.001032080417019575
depression,2000-2004,80,0.5048940617913831,0.5495337913628715,0.0011226870364168613,0.001009746998330138
depression,2005-2009,0,0.5196029155787641,0.5196029155787641,0.001120862497189459,0.001120862497189459
depression,2005-2009,100,0.5010917491268918,0.5548800112930549,0.0011644546900367674,0.0010057884896352716
depression,2005-2009,20,0.5169465372355839,0.5273147347174164,0.0011231751895613047,0.001094361413910108
depression,2005-2009,40,0.5144368650217708,0.5368827027801663,0.0011314481768343516,0.0010655382724370558
depression,2005-2009,60,0.5108463049170788,0.543460134554824,0.0011425322697348592,0.0010479385934754177
depression,2005-2009,80,0.5069158001155402,0.5489375529810682,0.0011422740719281746,0.0010205206728661977
depression,2010-2014,0,0.5186711780990464,0.5186711780990464,0.0011898140053690513,0.0011898140053690513
depression,2010-2014,100,0.5028074552392134,0.5545921985815603,0.001166306004967402,0.0010101522568471228
depression,2010-2014,20,0.5148714285714285,0.5261658689799582,0.0011698776097125675,0.0011371916148401632
depression,2010-2014,40,0.5138158290701174,0.536490356083086,0.001171127806848178,0.0011019333976517412
depression,2010-2014,60,0.5087900000000001,0.540073337205925,0.0011645324856710596,0.001069357151331837
depression,2010-2014,80,0.5079388179388179,0.5493103323699422,0.0011678855007763761,0.0010407683064969635
depression,2015-2019,0,0.5119962335216572,0.5119962335216572,0.0012343856546957635,0.0012343856546957635
depression,2015-2019,100,0.5014880293384999,0.5521437465412287,0.0011075947000821896,0.0009942049358732505
depression,2015-2019,20,0.5082494563529046,0.5194077306733168,0.0012302185080345655,0.0012069035041140455
depression,2015-2019,40,0.5060540160047423,0.5284842725104353,0.0011784940617015644,0.0011328837688668195
depression,2015-2019,60,0.5036411278417479,0.5365031832987859,0.0011782681712616792,0.0011044993035283775
depression,2015-2019,80,0.5007843066743383,0.5435527077903272,0.0011532177739734621,0.0010624616829563727
mental_health,1970-1974,0,0.5839768289507942,0.5839768289507942,0.0008426970367892949,0.0008426970367892949
mental_health,1970-1974,100,0.5502174574209246,0.6048160624850942,0.0008621060076441645,0.0007324961444696588
mental_health,1970-1974,20,0.5769869281045753,0.5878021761929733,0.0008618403915741517,0.000839970962288344
mental_health,1970-1974,40,0.5720204811443433,0.5931283697047496,0.0008700535589658821,0.0008120568421972096
mental_health,1970-1974,60,0.5636330980589866,0.596825080865887,0.0008633723763270797,0.0007805107883209398
mental_health,1970-1974,80,0.5573723135271808,0.6022589085472215,0.0008790713829246523,0.0007698783005144783
mental_health,1975-1979,0,0.5783447302383941,0.5783447302383941,0.000822402769745999,0.000822402769745999
mental_health,1975-1979,100,0.5542661830357143,0.6059247620209909,0.0008653075125251772,0.0007402620440388623
mental_health,1975-1979,20,0.571404255319149,0.5834262836490529,0.0008343864574764158,0.0008045961085281913
mental_health,1975-1979,40,0.5690485028458303,0.5905551128003924,0.0008308283733106273,0.0007771029433688167
mental_health,1975-1979,60,0.5632650889055848,0.5957912332838039,0.0008536204160369161,0.0007735730032096542
mental_health,1975-1979,80,0.5588410780669145,0.6014986542696353,0.000854562652289348,0.0007515628612252313
mental_health,1980-1984,0,0.5818292207792208,0.5818292207792208,0.00084665789585726,0.00084665789585726
mental_health,1980-1984,100,0.5499181117533719,0.6038108921729611,0.0009757498830638766,0.0008406116396827182
mental_health,1980-1984,20,0.576164464993395,0.5866300764767933,0.0008748691710588724,0.0008491156378420049
mental_health,1980-1984,40,0.5706984316852739,0.5911255641093709,0.0008925558550086067,0.0008435326219152316
mental_health,1980-1984,60,0.5643584305408272,0.5960624834349325,0.0009063654886023359,0.0008317723810866554
mental_health,1980-1984,80,0.5577892449755567,0.6001296946771143,0.0009445499666813932,0.0008389102066783438
mental_health,1985-1989,0,0.5712429416509814,0.5712429416509814,0.0009083260014244296,0.0009083260014244296
mental_health,1985-1989,100,0.5459998741505159,0.61098887092763,0.0009055715309463792,0.0007510517670781018
mental_health,1985-1989,20,0.5678140016017085,0.5814824338765696,0.000908534032104207,0.0008775847436403015
mental_health,1985-1989,40,0.56269867766431,0.5898260613207547,0.0009027337089926961,0.000840928128138116
mental_health,1985-1989,60,0.5574034773715163,0.5965674250127098,0.0008943977654429857,0.0008014328057703705
mental_health,1985-1989,80,0.5514139502053389,0.6046357868020305,0.0009112965428297913,0.0007809124577705691
mental_health,1990-1994,0,0.5711612206319201,0.5711612206319201,0.000913691626387921,0.000913691626387921
mental_health,1990-1994,100,0.5515576352853966,0.6090572327044025,0.0008788910372651211,0.000769774927830501
mental_health,1990-1994,20,0.5666776402422965,0.5798657651715039,0.0009010880227581954,0.0008728682880220502
mental_health,1990-1994,40,0.5640366407263294,0.5892723635886674,0.0008936612785850417,0.0008465230020700184
mental_health,1990-1994,60,0.5608381595881595,0.5969013534617387,0.0008937971336879449,0.0008224484244000825
mental_health,1990-1994,80,0.555722948945898,0.6027445792462571,0.0008942074368055842,0.0008037884122857145
mental_health,1995-1999,0,0.5743528543307086,0.5743528543307086,0.0009483213121601657,0.0009483213121601657
mental_health,1995-1999,100,0.5540130723204995,0.6111865465544452,0.0009222046967973527,0.0007980159936306172
mental_health,1995-1999,20,0.5713640749931073,0.5822484734943103,0.0009380984557498601,0.0009186613267219573
mental_health,1995-1999,40,0.5684180964052287,0.5907567678424939,0.0009318553720893351,0.0008834908984409905
mental_health,1995-1999,60,0.5629543046357617,0.5967218565287479,0.0009187031114530064,0.0008530580796662602
mental_health,1995-1999,80,0.558251300390117,0.6028784282700421,0.0009122265655886362,0.0008211537700485172
mental_health,2000-2004,0,0.5630555171460176,0.5630555171460176,0.0009630245102052675,0.0009630245102052675
mental_health,2000-2004,100,0.5556587362496803,0.6141892499357822,0.0009049905008736915,0.0007751574825804079
mental_health,2000-2004,20,0.5609682910547397,0.5725080428954423,0.000933526087313373,0.0009114913230598904
mental_health,2000-2004,40,0.557022800645682,0.5810649648838465,0.0009490855797597478,0.0008978505182900859
mental_health,2000-2004,60,0.5573433758978452,0.5944443703308431,0.0009388223601348115,0.0008559662675382882
mental_health,2000-2004,80,0.5552516843741901,0.6032230519480519,0.0009185461052321948,0.000811918546137287
mental_health,2005-2009,0,0.5674839238845144,0.5674839238845144,0.0009014774220208601,0.0009014774220208601
mental_health,2005-2009,100,0.5493576084231636,0.6086065002534212,0.0009000457338094441,0.000778716182926312
mental_health,2005-2009,20,0.5632959568382735,0.5769284496327388,0.0009026079392193028,0.0008809283274956848
mental_health,2005-2009,40,0.5605363186670137,0.5858427113321121,0.000907936923519111,0.0008564287500716983
mental_health,2005-2009,60,0.554301005932422,0.5930797899922219,0.0009157106697637994,0.0008346446711011255
mental_health,2005-2009,80,0.5502917300862507,0.5989553571428571,0.0009084943067802985,0.0008067482862232943
mental_health,2010-2014,0,0.56846850132626,0.56846850132626,0.0009109859728316593,0.0009109859728316593
mental_health,2010-2014,100,0.54502972615902,0.6077429012345679,0.0008731552720531503,0.0007614949014884242
mental_health,2010-2014,20,0.5619421326397919,0.5750431034482758,0.0009080491739617824,0.0008822988829428364
mental_health,2010-2014,40,0.5584468543886352,0.5841164620107444,0.0008933971169684183,0.0008439642009013624
mental_health,2010-2014,60,0.5541638639760837,0.5923904786021779,0.0008875750109496674,0.0008176248116235184
mental_health,2010-2014,80,0.5497726433669702,0.6011762667002774,0.0008849830922496881,0.0007927070759767999
mental_health,2015-2019,0,0.5714514904775049,0.5714514904775049,0.0009412796861686531,0.0009412796861686531
mental_health,2015-2019,100,0.5478806027820712,0.6094792490118577,0.0009280266523543479,0.0008048694552075017
mental_health,2015-2019,20,0.565008123476848,0.5778725143012803,0.0009370318503347481,0.0009118126188199972
mental_health,2015-2019,40,0.5589971241305511,0.5844328327922078,0.0009387902815246119,0.0008895611360653748
mental_health,2015-2019,60,0.5539718658112806,0.592179539295393,0.0009494505452939287,0.0008722691771577077
mental_health,2015-2019,80,0.5513017618312758,0.6014659239842727,0.00092012146475297,0.0008212951630932525
mental_illness,1970-1974,0,0.5528587613293051,0.5528587613293051,0.0010713554226680403,0.0010713554226680403
mental_illness,1970-1974,100,0.5083248987854251,0.5874951923076922,0.001758715880803116,0.0012555272941408944
mental_illness,1970-1974,20,0.5419867273659913,0.5601170185703384,0.0009331525962921409,0.0008875160958370122
mental_illness,1970-1974,40,0.5360084091535704,0.5699631995133819,0.0010175507449233629,0.0008291873222626206
mental_illness,1970-1974,60,0.5268572135609997,0.5756305442339966,0.0009310698541711224,0.0008061370689792297
mental_illness,1970-1974,80,0.5200339814177564,0.5807450922070196,0.0013139651295156658,0.0009879715162023357
mental_illness,1975-1979,0,0.5440863682346989,0.5440863682346989,0.0009068999608184589,0.0009068999608184589
mental_illness,1975-1979,100,0.5232687424425636,0.5894260386819484,0.0009086924869363436,0.0007659178548305323
mental_illness,1975-1979,20,0.5366274422735346,0.5512949480881236,0.0009260389372136791,0.0008940236746899217
mental_illness,1975-1979,40,0.5328136739293763,0.5575784963722792,0.0009207412246972905,0.0008693386250743404
mental_illness,1975-1979,60,0.5314919863705199,0.5717894373273047,0.0009313988880100502,0.0008436840742200953
mental_illness,1975-1979,80,0.5285694275274055,0.5819384364427259,0.0009054165271091645,0.0007911796812395421
mental_illness,1980-1984,0,0.5415368852459017,0.5415368852459017,0.0009560342999098091,0.0009560342999098091
mental_illness,1980-1984,100,0.5197171197648788,0.5865124820831342,0.0009299656143302133,0.0007704602005693919
mental_illness,1980-1984,20,0.5366664475414147,0.55037877800938,0.0009615219037242359,0.0009222366467101067
mental_illness,1980-1984,40,0.5294276838329491,0.5588521376169997,0.0009527239963170491,0.0008774922748713919
mental_illness,1980-1984,60,0.5280275172754195,0.5685689423546654,0.0009207162858601239,0.0008271905492402854
mental_illness,1980-1984,80,0.525160209551657,0.5785131012203876,0.0009142396995332934,0.0007883919839208904
mental_illness,1985-1989,0,0.5528344090103772,0.5528344090103772,0.0009079388671879926,0.0009079388671879926
mental_illness,1985-1989,100,0.5304993526365348,0.5961121282734132,0.0008868083765365593,0.0007093286028308492
mental_illness,1985-1989,20,0.5504226596782058,0.5644014254650882,0.0008800016326595902,0.0008438008210653925
mental_illness,1985-1989,40,0.5456142927068037,0.5723022076372315,0.0008946057244699612,0.0008181341356085434
mental_illness,1985-1989,60,0.544049249642687,0.5818752856489945,0.0008723347586422058,0.0007628098732851342
mental_illness,1985-1989,80,0.5392646888063167,0.590125550660793,0.0008581036665542643,0.0007168720473225565
mental_illness,1990-1994,0,0.5509495412844038,0.5509495412844038,0.000935431181014035,0.000935431181014035
mental_illness,1990-1994,100,0.5236116029272899,0.5926015589440146,0.0008980438516463566,0.0007328657511782359
mental_illness,1990-1994,20,0.5446573978936553,0.5588356339468302,0.0009311844299716695,0.0008967535883762489
mental_illness,1990-1994,40,0.536302303860523,0.5650469094922738,0.0009210073427761261,0.0008486273570657437
mental_illness,1990-1994,60,0.5323824919174335,0.573651835643083,0.0009273066852582523,0.0008237223519514219
mental_illness,1990-1994,80,0.5262439715456957,0.5825500578703704,0.0009102506452874327,0.0007657517905576268
mental_illness,1995-1999,0,0.5407039843559033,0.5407039843559033,0.0008988843552817447,0.0008988843552817447
mental_illness,1995-1999,100,0.5226272227421619,0.5875415033433248,0.0008930671873232844,0.0007538364111835974
mental_illness,1995-1999,20,0.5349907318823249,0.5480996520278377,0.0008899777237897963,0.0008672694784312027
mental_illness,1995-1999,40,0.5293549338999055,0.5574025513819986,0.0008902090132888057,0.000836199670670673
mental_illness,1995-1999,60,0.5228012156957149,0.5651293103448276,0.0009200664381186111,0.0008317226641228825
mental_illness,1995-1999,80,0.5213234227701233,0.5749571445696476,0.0009258316945218417,0.000811272040758461
mental_illness,2000-2004,0,0.5463267690253671,0.5463267690253671,0.0009699974222377611,0.0009699974222377611
