target,epoch,injection_ratio,avg_valence_index_negative,avg_valence_index_positive,se_valence_index_negative,se_valence_index_positive
abuse,1970-1974,0,0.4978472222222223,0.4978472222222223,0.011579914961375521,0.011579914961375521
abuse,1970-1974,100,0.4708139534883721,0.5676704545454545,0.027193796631675888,0.02022338569126392
abuse,1970-1974,20,0.4926345291479821,0.5115625,0.010741164455010261,0.010286116577031794
abuse,1970-1974,40,0.4926345291479821,0.5115625,0.010741164455010261,0.010286116577031794
abuse,1970-1974,60,0.49041094231550425,0.5123128884174571,0.01170842607681751,0.011153652388913346
abuse,1970-1974,80,0.48512909241992863,0.5215740168886812,0.015633742810541595,0.014409938156414902
abuse,1975-1979,0,0.5369199273455061,0.5369199273455061,0.008391938152986776,0.008391938152986776
abuse,1975-1979,100,0.5169587036010946,0.5734270214295349,0.008616771454628606,0.007522707782006919
abuse,1975-1979,20,0.5335273068043608,0.5444203610659321,0.00847875614530282,0.008276505714043614
abuse,1975-1979,40,0.5288707593200005,0.5527596564573989,0.008538223507382746,0.008023987400164374
abuse,1975-1979,60,0.525987505813182,0.5606370799448944,0.008572877092481945,0.007850119313050168
abuse,1975-1979,80,0.5198787216590535,0.5661055911005908,0.008574400824256413,0.0076642557873920795
abuse,1980-1984,0,0.5430199198778893,0.5430199198778893,0.009045318940158099,0.009045318940158099
abuse,1980-1984,100,0.5164041776526284,0.571031414044612,0.009590453117188088,0.008684165289321234
abuse,1980-1984,20,0.5381586044952608,0.5485845661973807,0.00908872186272067,0.008906475249109714
abuse,1980-1984,40,0.5350636301718049,0.5555740569687748,0.009142218658690693,0.008767520090737327
abuse,1980-1984,60,0.5274540738210007,0.5596671794520863,0.009138945397225862,0.008603311712176513
abuse,1980-1984,80,0.5210647338586571,0.5643712564296053,0.009424095503823431,0.008687440839303267
abuse,1985-1989,0,0.5420384374438181,0.5420384374438181,0.008898339273344592,0.008898339273344592
abuse,1985-1989,100,0.5173869607206804,0.576467841253306,0.009027982632732957,0.007983606551399108
abuse,1985-1989,20,0.5383371452607713,0.5517694171696204,0.00889057641146919,0.008650260702646996
abuse,1985-1989,40,0.5318157837596225,0.5578883120016831,0.008885306894391083,0.008485802369318944
abuse,1985-1989,60,0.5256292928163865,0.5623097850004506,0.00884753837565078,0.008323483742057752
abuse,1985-1989,80,0.522304416343641,0.569795496339457,0.008897336293463037,0.008130238766017836
abuse,1990-1994,0,0.5397880979230263,0.5397880979230263,0.0086547644256253,0.0086547644256253
abuse,1990-1994,100,0.5133607762384417,0.5771135903302909,0.0090434386874855,0.008044026274877663
abuse,1990-1994,20,0.5326307385005717,0.5455466524105237,0.00867961896773511,0.008488711129795441
abuse,1990-1994,40,0.5302089864757227,0.5552877846744885,0.008773312105639437,0.008423503808210258
abuse,1990-1994,60,0.5254937857004475,0.5649124981502969,0.008808194657116913,0.008176221559995782
abuse,1990-1994,80,0.5188881577793982,0.5691614445668841,0.008874525130487563,0.00815721299732553
abuse,1995-1999,0,0.5515309434602582,0.5515309434602582,0.008701947554652725,0.008701947554652725
abuse,1995-1999,100,0.5231885120525771,0.5812400515872538,0.009130261471382274,0.007968918315811908
abuse,1995-1999,20,0.5449764056495722,0.5553731848157415,0.00868561755257078,0.008464266993806709
abuse,1995-1999,40,0.5392917040279653,0.5600932256157388,0.008808294751484083,0.008394267650737353
abuse,1995-1999,60,0.5350464001611137,0.5694323019997567,0.008966042705275888,0.008291320650792706
abuse,1995-1999,80,0.5289157793427502,0.5740550830027158,0.009011261672270473,0.008141158767006159
abuse,2000-2004,0,0.5390300474084616,0.5390300474084616,0.008965947128590824,0.008965947128590824
abuse,2000-2004,100,0.5155144912470113,0.5728224355732083,0.008980625766613232,0.008067128758588815
abuse,2000-2004,20,0.535105442237752,0.5486761157369323,0.009009707607579843,0.00874910599630244
abuse,2000-2004,40,0.5319593050757503,0.5584477688126771,0.009026928542752301,0.008533709444906735
abuse,2000-2004,60,0.5263173913588836,0.5634757767752808,0.009010556040750437,0.008344811446108378
abuse,2000-2004,80,0.5207113795481786,0.5690400299461247,0.008953511094577298,0.008135069574151705
abuse,2005-2009,0,0.5404136882858459,0.5404136882858459,0.00878394534621479,0.00878394534621479
abuse,2005-2009,100,0.5214921383804778,0.583808805734207,0.008832418413091557,0.0076062494767785305
